subject,headcoil,mb1me1,mb3me1,mb6me1,mb1me4,mb3me4,mb6me4
10017,64,47.441,48.736,43.101,70.092,58.505,42.643
10024,64,41.595,53.181,51.032,64.282,60.6,45.972
10035,64,51.309,46.871,38.905,72.807,63.648,46.402
10041,64,44.525,38.94,39.331,51.993,45.745,43.801
10043,64,56.283,52.008,51.011,59.485,54.42,41.068
10054,64,59.523,56.818,48.209,59.613,52.41,40.903
10059,64,57.333,56.269,52.598,66.084,56.549,41.262
10069,64,49.344,35.786,39.274,54.866,46.343,40.062
10074,64,53.278,52.826,51.082,60.112,50.916,42.334
10078,64,34.686,33.862,37.138,64.619,52.578,39.993
10080,64,29.009,31.918,32.114,37.868,32.524,24.934
10085,64,23.612,25.574,30.998,47.312,40.361,30.495
10108,64,40.823,39.618,47.201,59.572,61.187,38.92
10125,64,36.323,37.66,37.025,56.321,51.329,33.725
10130,64,20.111,27.389,31.429,56.784,49.374,38.671
10136,64,33.132,26.149,27.122,53.126,46.387,34.898
10137,64,43.432,48.447,46.284,68.609,56.192,42.815
10142,64,40.824,40.886,42.604,55.081,47.459,35.497
10150,64,34.173,41.192,34.379,51.461,50.642,44.309
10154,64,40.176,47.406,39.39,56.276,55.137,42.83
10166,20,35.398,31.37,33.226,57.759,43.299,26.38
10185,20,48.886,45.468,44.953,69.792,45.48,31.619
10186,64,37.796,39.649,40.34,68.273,51.666,40.685
10188,64,58.986,54.748,50.396,62.653,52.287,36.376
10203,20,23.283,25.313,24.231,53.765,38.926,22.734
10221,64,48.013,49.4,43.391,55.455,51.177,37.395
10223,20,38.028,43.285,41.628,62.602,44.648,25.035
10234,20,34.055,38.258,37.364,56.744,33.355,23.471
10296,20,25.663,31.659,36.03,54.861,41.037,24.019
10318,20,57.879,51.949,50.574,68.613,51.001,31.276
10319,20,52.282,49.663,40.636,63.62,47.853,27.852
10320,20,51.49,44.409,42.23,61.936,47.665,24.634
10321,20,35.779,31.237,33.562,43.136,31.387,17.581
10363,20,60.056,56.496,49.399,69.246,53.175,33.572
10382,20,17.316,16.112,22.681,41.528,30.969,14.757
10391,20,34.496,33.135,31.668,55.952,40.8,19.929
10416,20,42.912,30.083,39.536,56.9,54.779,26.646
10422,20,50.354,44.449,39.106,56.079,44.667,24.222
10438,20,28.65,34.305,35.367,54.22,34.801,21.95
12042,20,49.305,43.51,45.67,64.809,44.885,25.588
