subject,headcoil,mb1me1,mb3me1,mb6me1,mb1me4,mb3me4,mb6me4
10017,64,69.647,71.642,73.405,87.406,73.874,71.031
10024,64,63.938,76.912,77.598,79.015,86.549,80.991
10035,64,73.214,66.518,56.319,82.72,81.743,59.304
10041,64,49.504,49.945,37.368,53.529,50.537,62.119
10043,64,71.906,62.83,69.158,76.025,64.627,54.548
10054,64,77.478,78.106,65.968,63.337,69.673,63.493
10059,64,73.53,55.19,79.21,74.092,55.46,79.935
10069,64,60.054,55.975,51.357,52.241,42.216,46.053
10074,64,70.924,72.555,75.869,88.045,81.75,68.307
10078,64,61.908,63.421,59.239,69.922,72.207,63.095
10080,64,53.621,58.507,57.256,65.492,55.702,46.219
10085,64,30.609,30.687,36.151,37.016,35.052,25.559
10108,64,50.713,49.894,59.462,72.102,62.46,46.009
10125,64,44.99,42.045,42.862,40.734,55.054,40.756
10130,64,36.162,41.681,61.029,44.642,53.205,45.707
10136,64,60.908,42.972,44.462,51.462,41.782,53.139
10137,64,68.843,73.627,62.795,81.529,72.337,54.264
10142,64,38.857,60.225,67.804,73.171,71.657,45.09
10150,64,60.63,57.181,48.674,33.157,60.142,65.213
10154,64,56.627,67.993,62.579,49.514,80.873,63.598
10166,20,51.145,39.357,40.548,59.026,49.252,27.827
10185,20,45.319,52.732,44.601,70.915,53.861,39.313
10186,64,39.005,46.208,52.703,75.284,64.589,47.398
10188,64,69.114,75.311,71.626,64.927,59.019,45.947
10203,20,50.114,53.659,46.442,69.292,67.6,39.22
10221,64,54.861,51.224,53.207,49.278,46.743,35.252
10223,20,51.478,56.305,52.473,63.965,56.866,45.691
10234,20,59.068,60.737,55.254,62.214,49.728,43.612
10296,20,32.995,40.105,38.982,55.457,47.556,24.932
10318,20,62.099,65.722,52.177,73.956,64.896,36.36
10319,20,54.939,62.691,53.002,64.927,62.655,37.26
10320,20,65.12,60.29,55.464,66.792,68.845,47.883
10321,20,64.041,59.751,55.729,76.23,65.32,40.323
10363,20,60.714,58.382,48.158,54.863,56.378,31.123
10382,20,40.849,38.554,35.145,49.019,42.462,36.775
10391,20,46.444,51.063,50.267,52.869,53.694,35.641
10416,20,66.818,59.437,48.498,67.059,51.915,31.756
10422,20,48.119,39.763,31.074,54.554,49.636,32.081
10438,20,27.456,44.102,41.074,49.257,37.563,27.062
12042,20,54.255,62.246,49.493,68.798,64.414,47.194
