subject,headcoil,mb1me1,mb3me1,mb6me1,mb1me4,mb3me4,mb6me4
10017,64,0.4256563212,0.346974913,0.2209635675,0.1389014562,0.03233369955,0.44477618
10024,64,-0.4876635656,-0.1268913993,0.01338186786,0.3468045437,0.1854389911,-0.0409185312
10035,64,0.2796712622,-0.8482811676,-0.7851204521,-0.09228164367,-0.5371963528,-0.03576387911
10041,64,-0.311270615,0.6492429068,-0.2181297612,-0.1008353271,0.3363247895,-0.3379594191
10043,64,-0.3038472013,0.07013230221,0.3549729365,0.187805809,-0.06205262032,-0.1044325637
10054,64,0.1240907292,-0.3017136559,0.2625975191,0.398587671,0.9350777094,-1.165478351
10059,64,-0.1422651448,-0.2155148293,0.4003619541,0.2034571313,0.1467668815,-0.4314804202
10069,64,0.3283567762,1.4252761,1.23835527,0.05547232744,-0.1823642999,-0.4422953261
10074,64,-0.3270370346,-0.6617631333,0.2235492927,-0.350881616,0.007172740312,0.2221436322
10078,64,-0.2470497629,-0.1921079847,-0.162715173,-0.4663182434,-0.7212415937,0.1355893521
10080,64,0.01963959977,0.4338511911,0.1885910987,-0.07133266212,0.2933744806,-0.08175997692
10085,64,0.193451444,-0.07350235939,-0.8493535456,-0.3004552332,-0.5033323876,0.0927706297
10094,64,0.3047611235,-0.2924575575,0.0311497107,0.2959838626,-0.06223978998,0.3260960735
10108,64,-0.4740590611,0.05057912962,0.1796991171,-0.3090078714,-0.608385555,0.1264886106
10125,64,0.2226222225,-0.07054769213,0.2183529427,0.1559315004,0.1188894163,0.4714852793
10130,64,0.3124082731,0.4772098043,-0.2993309878,-0.2319238159,-0.4669281888,0.1387181511
10136,64,0.1404140549,0.209022293,0.6223462951,-0.2467869996,-0.765392341,-0.5485957996
10137,64,0.7465993238,0.1785814055,0.6677845222,-0.1180778236,0.3104832002,0.3333750414
10142,64,0.3719240691,0.09506808563,-0.3130866918,0.2724185849,0.1915291352,0.1626788909
10150,64,0.1768179223,-0.125937545,-0.1626871311,0.1449373495,-0.1453289158,-0.5579561116
10154,64,-0.2285221096,-0.1309443309,-0.3330308315,-0.6955494525,0.1818632207,0.7338759776
10166,20,0.2185426559,-0.5490441787,-0.8672758166,0.2604914954,-0.6218616056,0.8818613416
10185,20,-0.3839188039,-0.3828770199,-0.04089308024,-0.293240875,0.4464862718,0.4751358562
10186,64,0.2114836814,-0.03677150083,-1.031898661,0.2641924202,0.2182901505,-0.5888790466
10188,64,-0.5487116175,0.3782396981,0.4249959185,-0.4821278883,-0.09006622688,-0.6040042166
10203,20,0.1969337776,-0.07568744103,-0.6665243841,-0.1895498915,-0.2545855873,-0.1134189321
10221,64,-0.5434897082,-0.1000859589,-0.6564641171,-1.02918201,0.1536974939,1.135745609
10223,20,-0.1821068671,-0.02416381767,0.3723850593,-0.2554079992,-0.3183097233,0.1836097349
10234,20,-0.2098987849,0.1320778088,-0.9011314017,-0.5552010689,0.05342282673,0.3846519797
10296,20,0.3677154482,0.4144038893,0.745824552,0.2184747509,-0.1652258578,1.280349556
10318,20,-0.2666797402,0.3419650782,-0.7890856105,-0.6778987223,-0.1235561397,0.1702797054
10319,20,-0.4181170376,0.1538658886,0.728266833,-0.3409041653,-0.3103839657,-0.178950477
10320,20,0.1044458726,0.0203594976,-0.1753847603,-0.4819209589,-0.09598434918,0.6187449968
10321,20,0.01226914386,0.2758993575,-0.3305253375,-0.2194422775,-0.1317874694,-0.09757294742
10363,20,0.5604087919,0.02374290221,0.2541228999,0.09997010909,-0.1670938681,0.115936654
10382,20,-0.1603194319,-0.2705386823,-0.2792805869,0.4844353303,-0.326523433,-0.08338089823
10391,20,0.5514840006,0.6632958834,0.3152202387,-0.2259637613,0.6447953606,-0.2181561603
10416,20,-0.3615919697,0.1444547924,0.1256649936,-0.5094577019,-0.1667066738,0.08934816814
10422,20,-0.1137597346,-0.5738864584,0.08314161328,-0.1136471219,-0.1940062203,0.09906770588
10438,20,-0.1894394674,-0.3168972386,-0.6498136561,0.0154989863,-0.1232783024,-0.3365297067
10652,20,0.0,0.0,0.0,,,
12042,20,0.2245196205,-0.9771572526,-0.06882871501,0.31812387,0.276880555,0.455542019
