subject,headcoil,mb1me1,mb3me1,mb6me1,mb1me4,mb3me4,mb6me4
10017,64,72.632,72.756,70.192,88.826,78.137,71.285
10024,64,66.291,74.344,86.891,68.711,89.1,81.327
10035,64,79.272,70.529,66.55,73.772,75.788,67.133
10041,64,61.204,51.388,47.478,36.777,47.523,69.564
10043,64,81.415,72.95,83.339,84.482,70.17,66.016
10054,64,76.464,73.776,58.854,64.116,63.305,64.308
10059,64,86.442,62.831,80.481,75.347,60.979,83.444
10069,64,78.642,73.716,76.041,61.961,57.335,60.831
10074,64,64.504,65.667,76.951,77.297,72.613,69.296
10078,64,70.114,74.87,71.256,66.761,64.678,67.443
10080,64,42.874,62.846,62.42,62.906,51.943,46.513
10085,64,36.966,45.033,54.037,42.928,41.464,36.937
10108,64,72.381,68.897,82.734,77.861,75.111,62.627
10125,64,55.644,61.37,68.866,53.957,59.187,53.655
10130,64,55.512,64.987,68.569,52.749,63.554,57.239
10136,64,69.863,67.787,65.994,50.554,57.438,69.122
10137,64,78.168,74.348,73.624,79.692,74.426,67.243
10142,64,45.039,58.105,70.181,67.571,64.817,50.001
10150,64,82.226,76.209,68.211,48.74,67.118,77.369
10154,64,72.431,68.297,68.427,61.749,76.493,69.492
10166,20,60.223,58.641,54.535,56.487,52.389,32.047
10185,20,53.014,51.854,51.68,77.008,58.924,49.815
10186,64,61.826,72.977,84.795,95.195,71.302,63.304
10188,64,78.259,73.502,72.582,64.042,64.152,50.149
10203,20,68.864,68.406,67.9,74.104,65.994,44.395
10221,64,58.806,60.893,59.736,42.1,52.308,43.468
10223,20,66.291,65.852,68.134,74.816,64.833,45.906
10234,20,68.372,62.943,62.149,60.558,49.534,44.856
10296,20,36.084,43.148,46.211,54.096,47.077,27.766
10318,20,72.9,68.093,58.346,74.046,62.603,53.431
10319,20,61.436,65.664,59.694,60.012,61.826,37.731
10320,20,75.545,62.023,73.346,64.432,65.21,45.758
10321,20,64.726,53.382,51.483,67.865,58.117,43.101
10363,20,67.319,63.142,58.211,65.958,59.604,49.657
10382,20,39.168,36.031,38.537,47.062,41.809,36.932
10391,20,65.276,58.153,62.226,65.332,58.269,44.572
10416,20,59.17,52.807,52.384,57.521,57.45,43.562
10422,20,64.817,61.897,51.922,54.276,63.497,46.145
10438,20,38.8,50.164,50.014,50.247,43.459,27.345
12042,20,64.444,66.71,63.784,71.106,65.968,55.414
