subject,headcoil,mb1me1,mb3me1,mb6me1,mb1me4,mb3me4,mb6me4
10017,64,108.384,-28.227,-117.096,17.26,112.515,65.61
10024,64,213.845,154.216,134.06,221.536,80.394,92.84
10035,64,-74.84,24.337,-118.085,8.768,94.273,37.19
10041,64,8.856,20.112,85.82,155.011,59.496,176.974
10043,64,51.023,69.23,-1.123,55.814,137.658,112.266
10054,64,32.922,7.845,33.727,155.954,107.263,-18.086
10059,64,62.948,-29.315,78.645,145.924,-7.364,-33.24
10069,64,44.073,-48.57,1.62,-250.386,-187.829,223.77
10074,64,-80.032,106.751,119.175,-137.232,35.289,81.893
10078,64,-39.347,37.125,80.358,6.21,78.722,27.24
10080,64,27.142,104.081,41.221,141.594,99.007,58.466
10085,64,229.594,-13.105,-86.153,186.471,222.713,71.861
10108,64,41.866,28.456,105.793,40.054,-62.266,35.101
10125,64,297.987,109.745,189.354,139.389,105.668,17.187
10130,64,216.864,360.314,69.259,138.616,367.33,377.934
10136,64,116.701,32.752,27.101,-13.311,197.01,179.633
10137,64,369.008,249.289,394.559,220.811,207.063,311.16
10142,64,154.695,75.282,32.569,-17.211,168.903,230.462
10150,64,177.434,39.768,90.409,163.75,15.224,44.396
10154,64,31.795,84.237,-44.684,94.867,29.642,134.989
10166,20,181.573,120.535,130.663,-82.101,153.172,166.516
10185,20,82.634,153.578,157.308,114.986,14.883,29.291
10186,64,-93.913,61.951,-19.45,-24.136,-72.969,115.158
10188,64,35.196,104.403,132.709,-72.755,-16.765,-144.277
10203,20,38.044,43.799,13.004,62.605,-50.978,33.946
10221,64,234.931,-104.568,-162.068,297.831,208.774,-59.75
10223,20,-50.082,-193.907,29.149,175.721,26.706,47.151
10234,20,60.821,42.503,104.32,153.249,66.817,167.282
10296,20,16.854,103.869,23.106,-29.631,36.367,18.609
10318,20,52.897,0.768,30.852,39.872,41.065,87.436
10319,20,100.479,20.485,-30.103,102.143,120.383,66.048
10320,20,173.11,-29.963,-100.911,-207.061,135.544,-51.691
10321,20,113.947,58.09,6.566,104.091,-18.794,-17.508
10363,20,169.554,290.426,193.937,127.689,311.729,78.471
10382,20,515.545,-112.472,-148.66,-143.736,-31.144,-100.254
10391,20,120.764,-17.106,24.453,250.802,-198.238,-252.525
10416,20,21.69,100.31,190.469,120.666,136.824,63.101
10422,20,171.075,63.502,-10.784,82.347,239.467,160.129
10438,20,88.317,191.355,149.285,215.912,96.73,19.355
12042,20,83.47,-9.399,242.752,287.063,142.337,203.037
