subject,headcoil,mb1me1,mb3me1,mb6me1,mb1me4,mb3me4,mb6me4
10017,64,47.44121717,48.73617039,43.10125118,70.09171791,58.50475418,42.64299797
10024,64,41.59512341,53.18100578,51.03172325,64.28174225,60.59968636,45.97211479
10035,64,51.30851204,46.87059494,38.90541805,72.80729935,63.64767082,46.40199806
10041,64,44.52531498,38.94028227,39.33060947,51.99315502,45.74505753,43.8014595
10043,64,56.28319557,52.00765259,51.01144669,59.484562,54.41962547,41.06798637
10054,64,59.52288406,56.81767723,48.20897022,59.61307259,52.40968472,40.90320095
10059,64,57.33345566,56.2687294,52.59783112,66.08361588,56.54907356,41.26182865
10069,64,49.34404469,35.78590879,39.27407101,54.86612022,46.34298557,40.06168087
10074,64,53.2781823,52.82622494,51.08224369,60.11169003,50.91602833,42.3340258
10078,64,34.68596138,33.86244015,37.13849476,64.6185173,52.57846619,39.99295406
10080,64,29.00878426,31.91849346,32.11358246,37.86775345,32.5241647,24.93373787
10085,64,23.61186838,25.57373972,30.99814669,47.31206738,40.36122208,30.49488625
10108,64,40.82322306,39.61771183,47.20105621,59.5715062,61.1867231,38.92046062
10125,64,36.32310566,37.66020035,37.02500687,56.32113541,51.32873619,33.72513523
10130,64,20.11122864,27.38860302,31.42895435,56.78365219,49.37418411,38.67096504
10136,64,33.13188381,26.14899837,27.12211094,53.12618004,46.38691921,34.89768211
10137,64,43.43222931,48.44727943,46.28364933,68.60895935,56.19228584,42.81526169
10142,64,40.82374119,40.8863081,42.60446724,55.08060463,47.4586911,35.49733994
10150,64,34.17310331,41.19246628,34.379422,51.46147438,50.64173149,44.30885559
10154,64,40.17620968,47.40608257,39.39041603,56.27610794,55.13674629,42.83040192
10166,20,35.39839226,31.36983595,33.22649635,57.75913673,43.29941406,26.37963814
10185,20,48.88550983,45.46775162,44.95309376,69.79177986,45.47983437,31.61917488
10186,64,37.79647625,39.64915276,40.34040947,68.27311905,51.66608551,40.68451233
10188,64,58.98591858,54.74842323,50.39589935,62.65264992,52.28664078,36.37643379
10203,20,23.28298105,25.31256165,24.23096144,53.76515785,38.92588051,22.73417551
10221,64,48.0133506,49.3999802,43.39074978,55.4550354,51.17727028,37.39505955
10223,20,38.02770929,43.28543259,41.62834419,62.60212906,44.64801407,25.0350383
10234,20,34.05466225,38.2578648,37.36392769,56.74364395,33.35494987,23.47091301
10296,20,25.66280748,31.65938251,36.02966625,54.86117493,41.03657528,24.01887041
10318,20,57.87920891,51.94864033,50.57418945,68.61303642,51.00096771,31.27604881
10319,20,52.28215767,49.66346321,40.63595886,63.62018364,47.85276909,27.85182014
10320,20,51.48968273,44.40894411,42.22958927,61.9359333,47.66471977,24.63366122
10321,20,35.77922237,31.23663235,33.56164577,43.13620724,31.38705463,17.58059349
10363,20,60.05630409,56.49616737,49.39902126,69.24622589,53.17522179,33.57192631
10382,20,17.3159354,16.1117913,22.6814856,41.52825912,30.96892212,14.7565214
10391,20,34.49553795,33.13500122,31.66818615,55.95175652,40.79991299,19.92890596
10416,20,42.91192898,30.08309883,39.53596359,56.89979916,54.77887085,26.64641872
10422,20,50.35417549,44.44877975,39.10612263,56.07866058,44.6668206,24.22244577
10438,20,28.64955479,34.30461815,35.36655184,54.21994019,34.80100693,21.95045704
12042,20,49.30473545,43.51011909,45.67030788,64.80851791,44.88505661,25.58843401
