subject,headcoil,mb1me1,mb3me1,mb6me1,mb1me4,mb3me4,mb6me4
10017,64,39.583,39.426,35.356,56.804,48.531,39.352
10024,64,36.456,40.728,41.486,48.91,51.342,42.528
10035,64,45.843,42.324,36.658,54.378,50.453,40.642
10041,64,36.316,32.533,28.317,34.48,35.734,41.313
10043,64,45.519,41.156,40.536,55.704,45.73,37.497
10054,64,42.554,40.278,33.175,42.681,43.291,37.172
10059,64,44.205,35.537,40.397,53.929,42.982,43.826
10069,64,41.121,35.639,33.738,39.309,32.641,31.21
10074,64,35.638,35.125,36.998,50.165,45.188,36.007
10078,64,40.351,39.313,36.576,48.666,44.466,38.432
10080,64,25.717,28.22,26.951,36.508,31.769,25.792
10085,64,27.635,30.191,32.51,35.74,32.14,25.557
10094,64,19.194,21.038,27.294,32.432,27.563,27.344
10108,64,37.897,34.953,40.386,52.595,48.419,36.228
10125,64,35.839,37.199,36.646,42.517,43.322,33.576
10130,64,29.578,34.114,33.286,35.407,39.197,32.837
10136,64,40.335,37.477,34.211,38.537,39.205,39.197
10137,64,43.887,40.373,38.215,53.948,48.218,38.273
10142,64,28.249,35.2,35.815,48.153,45.454,32.023
10150,64,41.902,39.547,33.684,33.355,43.488,38.824
10154,64,35.585,35.044,31.164,37.317,45.832,35.755
10166,20,35.914,32.2,28.178,40.612,35.068,21.033
10185,20,30.002,30.306,25.597,45.641,34.903,23.527
10186,64,32.923,35.885,38.42,55.815,43.127,34.423
10188,64,42.398,40.341,37.578,45.742,42.45,30.21
10203,20,35.808,33.346,29.213,45.075,39.559,22.317
10221,64,35.839,34.867,32.961,33.192,34.996,26.61
10223,20,37.518,35.95,32.77,48.899,41.054,26.639
10234,20,33.266,30.64,26.919,40.952,28.831,22.2
10296,20,25.056,27.823,25.739,41.251,33.899,18.345
10318,20,38.961,35.146,28.628,48.807,38.963,24.804
10319,20,35.758,35.037,28.457,43.99,37.871,21.541
10320,20,39.96,33.788,32.034,44.449,39.823,23.54
10321,20,28.41,23.97,20.578,35.28,28.028,17.926
10363,20,38.644,34.625,28.662,44.012,37.641,23.769
10382,20,22.348,19.988,18.92,30.394,26.337,16.78
10391,20,34.582,32.092,28.773,41.401,35.123,22.119
10416,20,35.775,25.301,26.5,41.606,37.815,22.541
10422,20,35.967,31.31,24.654,37.473,36.254,22.764
10438,20,24.169,29.4,25.138,36.457,29.537,17.41
12042,20,36.539,34.299,30.607,48.687,40.0,26.555
